university_id;association_id;registration_date;fee;name;foundation_date;designation;objective;graduate_id;obs
379;771;24/04/2025;309;Murphy-Molina;24/10/2022;Global University Partnership Council;Promote game development student initiatives;185;similar
304;278;5/1/2022;460;Perez-Lee;20/10/2021;International Mathematics Education Society;Support research impact measurement;171;perform
389;330;3/7/2022;1980;Jones Ltd;15/11/2021;International Painting and Fine Arts Council;Support cultural diplomacy initiatives;;
121;307;19/01/2022;779;Campbell Group;20/12/2021;World Theatre and Performance Student Network;Advance film student research;;
321;305;31/07/2023;2967;Davenport, Herring and Bennett;9/5/2023;World Heritage Language Academic Forum;Promote marketing research collaboration;;
447;458;20/07/2024;3251;Aguilar-Martinez;11/3/2022;International Military History Research Group;Advance criminology research initiatives;43;economic
199;800;30/07/2021;3648;Clark and Sons;21/03/2021;Global Immunology Research Consortium;Promote media studies research;;
479;899;5/6/2025;2956;Miles-Reeves;22/03/2025;Mediterranean Academic Exchange Group;Advance renewable energy research;107;suddenly
166;96;15/04/2025;2556;Hatfield, Gonzales and Sandoval;25/05/2023;Global Nanotechnology Research Network;Support cognitive neuroscience research;;
414;128;23/06/2025;667;Wade Group;2/5/2025;Global University Association;Promote lifelong learning initiatives;4;third
463;961;28/10/2024;1166;Day Ltd;28/08/2024;World Social Entrepreneurship Academic Forum;Promote peace and conflict resolution studies;;
453;55;12/8/2023;3959;Thomas-Pruitt;27/07/2023;Global Business Education Association;Promote arts and humanities collaboration;;
362;621;19/12/2025;3197;Cantu, Davis and Hatfield;28/10/2025;World Law Student Academic Forum;Promote manufacturing research;;
74;311;6/9/2025;4190;Sanchez Group;4/3/2025;International Community Engagement Society;Support open?science policy development;;
247;769;15/12/2021;4376;Vega PLC;18/09/2021;Global Linguistic Diversity Association;Advance early childhood education research;;
134;765;29/09/2024;3864;Jones Group;4/9/2024;Global Education Association;Support workforce development research;;
472;940;2/5/2025;898;Rodriguez Group;12/10/2024;International Quantum Computing Society;Promote cross?disciplinary problem?solving;76;major
141;156;7/3/2022;2626;Ochoa LLC;30/12/2021;Global University Research Alliance;Promote interdisciplinary academic collaboration;158;up
141;156;16/03/2022;2626;Ochoa LLC;30/12/2021;Global University Research Alliance;Promote interdisciplinary academic collaboration;188;child
424;729;21/12/2024;1002;Mathews, White and Silva;19/12/2024;Global EdTech Research Alliance;Promote labor economics research;;
155;976;29/07/2024;4156;Richardson Group;20/07/2024;International Student Affairs Association;Advance law student education;;
50;959;11/11/2021;303;Trevino, Pena and Carlson;10/9/2021;International Applied Mathematics Society;Develop joint academic degree initiatives;;
76;222;24/08/2025;203;Harper-Carpenter;7/10/2024;International Scholars Network;Expand digital learning opportunities;22;body
20;274;14/09/2023;4897;Moreno, Johnson and Stephens;7/7/2023;Global Human-Computer Interaction Network;Promote advertising and branding research;;
144;774;26/01/2025;1102;Fischer, Weber and Marsh;26/04/2021;International Sports Management Student Network;Promote waste management research;;
351;864;10/8/2024;3676;Rose, Turner and Reed;12/6/2024;International Education Association;Promote manufacturing research;;
102;254;20/08/2023;558;Ward, Barnes and Chavez;12/7/2023;World Smart Campus Innovation Forum;Promote public finance research;;
429;155;3/5/2025;2228;Mckee-Rodriguez;2/2/2025;World Theatre and Performance Student Network;Support space exploration research;117;experience
183;613;15/08/2025;3011;Ramos, Meadows and Butler;12/6/2021;Global Hydropower Research Network;Promote civil engineering research;125;crime
266;888;24/01/2025;2044;Myers and Sons;19/06/2024;World Insurance and Risk Management Forum;Support environmental student initiatives;;
337;166;7/7/2023;1178;Cervantes-Singleton;13/05/2023;Transatlantic Education Cooperation League;Promote ethical research practices;;
52;480;3/1/2026;2677;Martinez, Romero and Flynn;31/10/2024;Global Graduate Student Association;Advance supply chain research;;
133;841;10/8/2022;2908;Sullivan, Mullins and Edwards;12/6/2022;International Speech and Hearing Sciences Society;Advance industrial design research;166;room
142;667;28/12/2023;2615;Cochran LLC;30/11/2021;World University Forum;Promote process engineering research;;
98;313;23/09/2021;338;Fuentes Group;23/07/2021;International Debate Union;Advance campus sustainability initiatives;;
206;400;10/9/2023;2731;Mckinney PLC;15/09/2021;Global Scholarly Metrics Network;Support materials science research;;
256;695;17/04/2025;2304;Allen, Harris and Peterson;3/5/2023;World Culinary Arts Student Network;Promote blockchain research collaboration;;
198;863;23/01/2026;769;Rodriguez PLC;6/12/2025;World Hydrology and Water Systems Alliance;Support digital skills development;94;parent
402;7;3/11/2023;4741;Lopez LLC;4/7/2023;International Innovation and Entrepreneurship Club;Advance renewable energy research;7;far
399;43;30/08/2022;3578;Lee, Bailey and Adams;24/02/2021;International Cognitive Neuroscience Society;Promote sustainable urban development research;;
203;705;1/2/2023;4100;Cervantes-Dalton;30/04/2021;Global Research Administration Network;Advance teaching excellence initiatives;;
219;965;7/4/2024;4836;Clark Ltd;6/11/2023;International Marketing Scholars Network;Promote auditing and compliance education;162;growth
38;931;9/1/2025;4938;Whitehead-Williams;17/10/2024;International University Council;Support VR research;174;friend
111;174;11/8/2025;4884;Lopez, Wall and Mitchell;14/07/2024;International Cosmology Studies Society;Promote manufacturing systems research;168;state
285;706;19/09/2025;3496;Huerta and Sons;11/11/2021;International Diplomacy Scholars Council;Advance organizational behavior studies;;
421;524;5/8/2022;881;Wolfe-Douglas;20/05/2022;International Research Association;Advance international law research;;
288;209;17/05/2024;4723;Adams, Little and Davis;5/4/2021;International Urban Development Council;Support university?industry partnerships;;
143;876;23/09/2022;3707;Golden-Dodson;28/02/2021;International STEM Outreach Council;Promote fintech research;;
385;203;14/12/2025;1613;Tucker-Humphrey;8/10/2025;World Rural Development Research Network;Support accounting research;;
54;898;6/7/2024;3650;Christian, Fuller and Lewis;26/10/2022;World University Sustainability Forum;Support distance education research;;
343;53;10/2/2023;146;Mccoy-Hull;8/12/2022;International Postgraduate Scholars Network;Promote public administration research;;
449;217;30/09/2023;4148;Larson and Sons;25/07/2023;Global Technology Commercialization Network;Support engineering ethics education;;
368;444;31/10/2023;2872;Norton-Blankenship;29/08/2023;International Data Science Scholars Network;Enhance international internship programs;;
381;54;11/11/2023;1368;Jensen Group;15/02/2022;International Honors Student Society;Support microeconomics research;;
53;390;17/08/2025;1300;Powers Group;27/07/2025;International Scholars Association;Promote labor economics research;;
478;811;4/4/2024;3022;Foley, Reyes and Murray;21/11/2022;International Polymer Science Council;Promote waste management research;;
420;570;25/09/2024;3800;Randolph-Johnson;5/3/2024;Global University IT Leadership Network;Advance law research;74;offer
420;570;25/09/2024;3800;Randolph-Johnson;5/3/2024;Global University IT Leadership Network;Advance law research;152;number
416;913;15/02/2025;149;Drake and Sons;13/06/2022;World Accessibility in Education Network;Advance counseling research;;
188;262;21/10/2024;2426;Anderson-Anderson;9/10/2021;World Education Council;Advance maritime law research;;
19;528;3/12/2025;2750;Davis-Lawson;5/11/2025;World Particle Physics Academic Forum;Support production engineering studies;145;read
484;150;23/12/2023;4775;Bishop LLC;3/5/2021;International Materials Science Society;Promote transportation infrastructure research;;
162;328;16/04/2023;2861;Bishop-Evans;18/03/2023;World Law Student Academic Forum;Support business student councils;;
399;181;16/11/2025;2147;Lee, Bailey and Adams;24/02/2021;International Risk Management Council;Support nuclear research;;
138;976;15/06/2025;4914;Huynh-Smith;16/05/2024;International Student Affairs Association;Advance law student education;;
149;262;5/4/2022;344;Burnett-Howard;20/03/2022;World Education Council;Advance maritime law research;123;ago
184;24;7/4/2023;4593;Reynolds Inc;23/03/2023;International Business Management Society;Advance accounting research;133;vote
135;281;5/11/2025;2083;Miller, Powers and Stewart;13/04/2022;Central European Research Collective;Support open?access research initiatives;64;world
464;604;17/03/2023;877;Hayden, Medina and Dickerson;12/1/2023;World Peace and Conflict Studies Network;Support space science research initiatives;;
48;347;2/1/2025;1518;Anderson and Sons;30/10/2022;Global International Admissions Network;Promote academic publishing development;191;mission
299;713;11/9/2024;3317;Moore Ltd;16/08/2024;International Ethics in Education Council;Enhance executive education programs;;
257;349;1/1/2023;2873;Wilson-Johnson;18/11/2022;Nordic Higher Education Consortium;Promote polymer science research;49;enough
465;360;7/9/2023;792;Rodriguez-Torres;1/9/2023;International Demography Research Association;Advance research administration practices;;
395;355;3/5/2024;841;Garza Inc;31/03/2024;International Adult Learning Council;Support machine learning research;;
359;527;7/8/2021;2852;Yoder-Price;16/07/2021;Global Sociology Student Society;Promote advertising research;15;own
498;204;6/5/2025;527;Wilson Group;26/10/2023;International Citation Analysis Council;Advance retail studies research;;
36;554;25/06/2024;532;Davis and Sons;1/6/2024;International Education Consortium;Advance research ethics education;;
391;497;13/04/2026;2683;Jackson-Valdez;13/01/2026;International Scholars Forum;Promote astrophysics research;23;case
189;784;6/11/2025;1981;Osborne, Phillips and Francis;27/08/2021;International Student Wellness Council;Promote solar research;;
365;137;18/02/2023;3509;Anderson-Hall;12/12/2022;World Transportation Engineering Council;Advance STEM education globally;;
357;345;24/11/2025;3888;Logan, Taylor and Howard;19/09/2025;International Operations Research Society;Promote marketing research collaboration;;
287;615;11/12/2025;1789;Cummings Ltd;5/8/2022;International Robotics Engineering Council;Promote animation research collaboration;1;past
287;615;11/12/2025;1789;Cummings Ltd;5/8/2022;International Robotics Engineering Council;Promote animation research collaboration;183;then
167;911;11/2/2025;1776;Blackwell, Baker and Morgan;31/01/2022;International Sociology Scholars Network;Promote fashion student creativity;;
224;917;2/6/2024;3143;Simpson, Stokes and Keller;11/5/2022;World Health Sciences Academic Network;Support climate change mitigation research;;
304;683;24/04/2023;189;Perez-Lee;20/10/2021;International Biology Student Society;Promote learning analytics research;171;perform
196;331;7/2/2025;4749;Daniels Inc;19/12/2024;International Economics Student Association;Advance philosophy student research;102;someone
196;331;29/12/2024;4749;Daniels Inc;19/12/2024;International Economics Student Association;Advance philosophy student research;104;amount
397;618;7/12/2024;2692;Waller PLC;4/11/2024;International Higher Education Council;Promote advertising and branding research;78;everything
98;581;22/01/2025;1226;Fuentes Group;23/07/2021;International Criminal Law Society;Promote insurance and risk management research;;
448;371;6/10/2023;4593;Doyle, Lester and Butler;2/11/2022;International Planetary Science Forum;Support mental health research;114;kind
246;590;2/3/2024;4294;Butler PLC;24/12/2023;International Pathology Academic Council;Advance metallurgy research;70;crime
246;590;8/2/2024;4294;Butler PLC;24/12/2023;International Pathology Academic Council;Advance metallurgy research;96;suggest
335;807;22/07/2024;1977;Griffin, Henry and Price;8/11/2023;Global Veterinary Sciences Association;Promote cultural diplomacy research;;
213;189;1/11/2025;4347;Bell and Sons;17/10/2025;Global Heritage Preservation Network;Promote public finance research;144;audience
50;850;17/08/2025;915;Trevino, Pena and Carlson;10/9/2021;International Academic Association;Promote hydrogen research;;
208;651;31/07/2025;704;Guerra Inc;25/09/2021;Global Environmental Justice Network;Support global citizenship education;;
427;674;21/07/2022;3819;Miller-Huff;30/04/2022;Caribbean Academic Partnership Network;Encourage community?engaged scholarship;;
200;700;2/4/2022;4726;Hamilton, Martinez and Wood;1/4/2022;Global Honors Education Network;Promote design student innovation;95;our
90;649;24/04/2023;1085;Page PLC;25/01/2023;World Academic Council;Support real estate research;14;whether
90;649;1/2/2023;1085;Page PLC;25/01/2023;World Academic Council;Support real estate research;75;within
97;568;24/05/2023;3569;Martinez-Sanchez;19/04/2023;Global Human Resources Research Network;Support materials science research;189;air
270;716;4/12/2025;4507;Meyer PLC;18/11/2025;International Water Sustainability Society;Support financial mathematics research;;
425;482;20/02/2025;4448;Jennings and Sons;12/2/2025;International Security Studies Council;Support sports management student leadership;;
37;2;21/06/2025;493;Summers-Wilson;31/05/2025;International Musicology Association;Promote design student innovation;99;may
290;300;21/02/2022;3039;Hamilton PLC;19/01/2022;World Athletic Leadership Student Society;Support game development student initiatives;;
485;893;30/08/2023;3265;Walters, Webster and Jones;2/6/2023;Global Social Work Student Network;Advance early childhood education research;;
485;638;26/08/2023;3251;Walters, Webster and Jones;2/6/2023;Global Scholars Network;Support criminal law research;;
204;271;18/01/2025;1106;Green-Warren;3/7/2022;International Honors Student Society;Support culinary arts student development;;
446;780;6/3/2021;2552;Henry-Harrington;23/02/2021;International Academic Network;Advance education student development;150;night
187;360;11/6/2021;937;Alvarez, Jones and Stout;15/03/2021;International Demography Research Association;Advance research administration practices;;
68;70;14/09/2025;1516;Rogers Group;22/07/2025;International University Association;Support mechatronics research;;
449;554;25/07/2025;1837;Larson and Sons;25/07/2023;International Education Consortium;Advance research ethics education;;
15;791;6/6/2022;3444;Glover, Carter and Thomas;10/3/2022;Global Lifelong Learning Network;Promote polymer science research;126;ready
257;129;3/2/2023;2159;Wilson-Johnson;18/11/2022;Global History Student Society;Promote literature student development;49;enough
469;227;14/12/2025;1010;Kidd, Pearson and Gray;19/09/2025;Global Process Engineering Research Network;Support graduate student success initiatives;118;tax
346;169;2/5/2025;4967;Garza PLC;12/2/2025;International Hospitality Student Society;Advance cybersecurity student training;;
309;256;5/1/2025;1071;Pittman-Diaz;10/12/2024;Global Arts Student Collective;Advance curriculum innovation research;148;among
120;93;19/07/2024;116;Horton, Williamson and Francis;1/7/2024;Global Scholars Association;Support instructional design innovation;;
65;274;7/9/2022;1949;Dennis Ltd;30/08/2022;Global Human-Computer Interaction Network;Promote advertising and branding research;83;defense
263;727;17/12/2022;4663;Mccormick, Dudley and Mercado;12/8/2022;World Scholars Network;Advance software engineering research;;
137;111;29/03/2022;4552;Hayes PLC;9/12/2021;International Multilingual Education Society;Advance project management research;;
493;844;1/3/2025;1649;Schneider-Barber;28/08/2021;Global Urban Economics Research Network;Promote grant writing excellence;69;maybe
46;785;17/11/2022;3053;Martinez, Gonzalez and Shannon;7/11/2022;International Battery Technology Council;Support retail studies research;;
398;119;14/04/2023;729;Rogers and Sons;5/7/2022;World Academic Assessment Network;Support disability inclusion in higher education;;
87;605;24/05/2025;4096;Campbell Inc;20/03/2025;International Hospitality Management Society;Support medical student research;;
66;687;27/03/2026;2665;Jackson, Fischer and Green;8/2/2026;International Library Consortium;Advance machine learning research;;
498;898;18/02/2025;4119;Wilson Group;26/10/2023;World University Sustainability Forum;Support distance education research;;
330;884;1/3/2026;3843;Harris-Stevenson;28/01/2026;International Humanities Scholars Union;Advance equitable access to education;;
192;674;10/1/2025;4934;Austin Inc;9/12/2024;Caribbean Academic Partnership Network;Encourage community?engaged scholarship;;
178;491;27/05/2022;1207;Myers Inc;4/7/2021;Middle East University Collaboration Forum;Support investment research;154;book
490;911;17/07/2024;3946;Mayo PLC;3/6/2024;International Sociology Scholars Network;Promote fashion student creativity;;
178;8;6/7/2021;1784;Myers Inc;4/7/2021;Global K–12 University Partnership Network;Support materials science research;154;book
356;822;2/4/2022;3872;Castillo, Parrish and Roberts;8/1/2022;World Industrial Engineering Association;Support problem?solving education;;
429;592;25/09/2025;3421;Mckee-Rodriguez;2/2/2025;Global Tourism Student Council;Promote software development student research;117;experience
366;629;26/05/2025;1275;Watson LLC;13/11/2021;Global Process Engineering Research Network;Promote biology student development;199;radio
187;283;27/03/2022;2901;Alvarez, Jones and Stout;15/03/2021;International Geothermal Studies Society;Promote design student innovation;;
367;355;15/06/2022;2951;Cook, Fletcher and Parker;21/04/2022;International Adult Learning Council;Support machine learning research;;
411;268;16/02/2026;169;Kennedy, Chavez and Welch;20/03/2022;International Translation Scholars Forum;Support community development research;178;answer
206;175;8/10/2024;2023;Mckinney PLC;15/09/2021;International Industrial Design Society;Support recycling and circular economy initiatives;;
291;61;22/04/2025;2630;Smith-Carroll;2/8/2021;World STEM Education Academic Forum;Support pedagogy research;25;best
240;616;8/11/2024;3574;Alvarez LLC;21/11/2021;Global Interfaith Academic Network;Promote biology student development;;
405;627;1/5/2024;4395;Delgado-Hammond;24/04/2024;International Postgraduate Scholars Network;Promote tourism student development;;
222;3;30/11/2021;2248;Harrison-Hayes;16/08/2021;International University Consortium;Promote polymer science research;192;girl
271;124;23/01/2024;4442;Carson, Rodriguez and Good;7/2/2023;Global Gifted Education Network;Promote AI governance research;6;product
380;734;5/12/2022;2300;Spears-Hernandez;23/09/2022;World Public Health Student Network;Promote cultural diplomacy research;88;trade
380;734;7/10/2022;2300;Spears-Hernandez;23/09/2022;World Public Health Student Network;Promote cultural diplomacy research;105;technology
378;969;6/6/2023;4570;Velazquez, Wallace and Johnson;6/5/2023;Global Advancement and Fundraising Network;Promote social work student training;;
308;379;13/06/2025;3187;Smith-Miller;2/4/2023;European Higher Education Partnership;Advance scientific innovation across member institutions;180;summer
365;585;27/11/2025;1492;Anderson-Hall;12/12/2022;Global Heritage Preservation Network;Support security studies research;;
54;499;19/04/2023;3830;Christian, Fuller and Lewis;26/10/2022;Global Academic Consortium;Support visual culture research;;
396;250;11/4/2024;543;Lamb Group;21/03/2024;International Business Student Council;Advance arts student collaboration;;
345;478;22/09/2021;2807;Sanders, Clayton and Williams;10/7/2021;International Academic Forum;Advance software development education;161;too
345;478;27/08/2021;2807;Sanders, Clayton and Williams;10/7/2021;International Academic Forum;Advance software development education;175;little
4;354;16/12/2021;4766;Lynch Group;29/09/2021;International Research Network;Promote actuarial research;;
477;482;24/05/2024;1845;Jones Ltd;7/5/2024;International Security Studies Council;Support sports management student leadership;;
464;73;26/01/2025;1952;Hayden, Medina and Dickerson;12/1/2023;International Film Student Association;Support recycling and circular economy initiatives;;
127;834;1/10/2022;4598;May, Valdez and Martinez;31/08/2022;Global Communication Student Network;Promote diplomacy research;187;peace
137;250;12/2/2022;141;Hayes PLC;9/12/2021;International Business Student Council;Advance arts student collaboration;;
15;590;9/5/2022;1322;Glover, Carter and Thomas;10/3/2022;International Pathology Academic Council;Advance metallurgy research;126;ready
281;239;19/11/2023;2884;Wagner, Donaldson and Horn;17/11/2023;International Digital Media Council;Promote cultural diplomacy research;;
456;922;15/02/2025;2220;Rivera LLC;2/12/2022;Global Power Systems Research Network;Advance brain research;;
203;982;19/01/2024;2209;Cervantes-Dalton;30/04/2021;World Energy Storage Academic Forum;Support nuclear engineering research;;
428;142;24/03/2022;2953;Jimenez Ltd;23/03/2022;International Electrical Engineering Council;Support UX research initiatives;55;feel
346;131;4/8/2025;4761;Garza PLC;12/2/2025;International Waste Management Society;Promote international trade research;;
359;453;22/04/2024;3980;Yoder-Price;16/07/2021;International Energy Economics Council;Support accounting research;15;own
438;537;19/08/2024;530;Jones-Henry;14/01/2023;International Physics Collaboration Network;Promote student leadership development;41;lawyer
399;282;15/05/2021;4450;Lee, Bailey and Adams;24/02/2021;World Advertising and Branding Forum;Promote polymer science research;;
7;251;26/05/2023;3973;Scott, Owen and Simmons;27/03/2023;International Green Campus Society;Advance aerospace research;;
69;606;13/02/2026;1093;Smith LLC;25/06/2021;International Energy Economics Council;Support Model United Nations programs;;
129;249;14/02/2026;2872;Cohen, Swanson and Gregory;9/1/2026;International University Finance Council;Support media production research;31;matter
129;249;22/01/2026;2872;Cohen, Swanson and Gregory;9/1/2026;International University Finance Council;Support media production research;54;bank
129;249;2/2/2026;2872;Cohen, Swanson and Gregory;9/1/2026;International University Finance Council;Support media production research;66;show
261;281;25/01/2024;2920;Zimmerman, Gonzalez and Smith;5/1/2024;Central European Research Collective;Support open?access research initiatives;;
41;943;18/07/2025;3605;Castaneda-Oconnell;21/06/2025;World Distance Education Academic Forum;Promote intelligence studies research;;
2;522;17/11/2024;4289;Murphy-Fitzgerald;22/08/2023;International Compliance in Education Society;Advance aerospace research;;
413;873;12/8/2025;1421;Andrews-Guerra;8/6/2025;Global Artificial Life Research Network;Support open educational resources;34;end
432;845;7/4/2024;126;Lopez-Johnson;8/6/2023;International Materials Science Society;Support open?science policy development;;
299;963;15/10/2024;3379;Moore Ltd;16/08/2024;International Renewable Energy Society;Promote automation research;;
148;957;15/03/2024;3646;Ford-Matthews;8/3/2024;World Cognitive Science Research Alliance;Advance sustainability student leadership;;
474;364;29/03/2025;4033;Lewis and Sons;14/02/2025;International AI Ethics Council;Support animation student development;;
71;750;12/8/2022;556;Miller Group;23/06/2022;World Zero-Waste Education Forum;Support theoretical physics research;;
339;313;18/05/2022;4956;Hill Ltd;20/04/2022;International Debate Union;Advance campus sustainability initiatives;85;bed
339;313;2/7/2022;4956;Hill Ltd;20/04/2022;International Debate Union;Advance campus sustainability initiatives;153;crime
415;780;14/01/2026;461;Melendez-Hampton;12/1/2026;International Academic Network;Advance education student development;19;result
100;837;12/8/2023;4912;Shaw Inc;5/8/2023;Global Academic Network Consortium;Promote diplomacy research;;
433;516;30/09/2025;2721;Moore and Sons;24/08/2025;Global LGBTQ+ University Alliance;Advance chemistry student research;92;research
18;761;29/09/2025;3572;Sweeney, Franklin and Hayes;17/09/2025;International Music Student Society;Enhance international internship programs;;
295;742;21/06/2024;4626;Petty PLC;8/6/2024;International Society for Applied Sciences;Support multilingual education initiatives;8;explain
295;742;10/6/2024;4626;Petty PLC;8/6/2024;International Society for Applied Sciences;Support multilingual education initiatives;136;value
482;74;19/05/2023;2325;Berry Group;24/04/2023;World Virtual Reality Research Forum;Promote criminology research;;
231;616;10/9/2024;3082;Munoz Group;30/07/2024;Global Interfaith Academic Network;Promote biology student development;;
392;629;30/03/2023;690;Jackson Inc;9/3/2023;Global Process Engineering Research Network;Promote biology student development;113;analysis
392;629;3/5/2023;690;Jackson Inc;9/3/2023;Global Process Engineering Research Network;Promote biology student development;167;sign
362;760;7/11/2025;2362;Cantu, Davis and Hatfield;28/10/2025;Global Architecture Student Forum;Support design student societies;;
17;618;30/11/2023;4690;Jones-Ford;26/09/2023;International Higher Education Council;Promote advertising and branding research;194;base
351;21;21/07/2024;3092;Rose, Turner and Reed;12/6/2024;World Computational Biology Consortium;Advance retail studies research;;
77;94;18/02/2026;915;Kim Group;31/01/2026;World Museum and Heritage Studies Association;Advance journalism innovation;;
249;658;12/3/2025;3918;Mcgrath and Sons;14/05/2024;World Biodiversity Education Forum;Advance software engineering research;121;be
46;559;3/11/2023;1806;Martinez, Gonzalez and Shannon;7/11/2022;International Sustainable Development Council;Advance astronomy research;;
251;15;5/10/2024;4703;Hall, Shepard and Gibson;13/09/2024;World Archaeology Research Consortium;Promote public health student engagement;;
52;753;10/12/2024;635;Martinez, Romero and Flynn;31/10/2024;World Financial Mathematics Academic Forum;Promote quantum physics research;;
81;358;18/05/2023;3199;Rodriguez LLC;7/11/2021;International Broadcasting Studies Council;Support campus activities development;;
99;353;7/5/2023;1580;Henderson, Butler and Lee;21/03/2022;International Architecture and Urbanism Forum;Support career development initiatives;;
129;411;2/2/2026;4611;Cohen, Swanson and Gregory;9/1/2026;International Innovation and Entrepreneurship Club;Support engineering student societies;31;matter
129;411;20/03/2026;4611;Cohen, Swanson and Gregory;9/1/2026;International Innovation and Entrepreneurship Club;Support engineering student societies;54;bank
129;411;7/3/2026;4611;Cohen, Swanson and Gregory;9/1/2026;International Innovation and Entrepreneurship Club;Support engineering student societies;66;show
341;287;3/7/2021;4669;Gonzales, Donovan and Wilson;23/05/2021;World Agricultural Sciences Association;Promote peace and conflict resolution studies;;
128;132;29/09/2023;2212;Chaney and Sons;14/09/2023;World Pharmacology and Therapeutics Network;Advance social work student training;;
110;366;31/07/2025;1557;Manning Group;5/11/2021;World Cooperative Education Forum;Advance literacy education research;142;industry
416;430;26/08/2022;3193;Drake and Sons;13/06/2022;International Compliance in Education Society;Promote geothermal research;;
355;656;17/11/2023;2738;Williams, Freeman and Castro;28/05/2021;International Education Network;Support cosmology research;;
290;114;22/08/2023;3940;Hamilton PLC;19/01/2022;World Quality Management Academic Forum;Advance neuroscience research initiatives;;
444;228;17/11/2021;3337;Clark Ltd;30/09/2021;Global Gifted Education Network;Promote environmental law research;;
139;502;6/11/2021;4868;Williams, Rivera and Davidson;24/02/2021;International Sports Management Student Network;Advance auditing research;;
342;663;23/05/2023;407;Ford, Mendoza and Wang;9/4/2023;World Philosophy and Ethics Forum;Advance adult education programs;;
298;720;19/03/2026;917;Gibson Inc;31/01/2026;Global Residence Life Professionals Network;Support accounting research;;
380;805;8/7/2024;1578;Spears-Hernandez;23/09/2022;International Electrical Engineering Council;Support governance research;88;trade
380;805;8/7/2024;1578;Spears-Hernandez;23/09/2022;International Electrical Engineering Council;Support governance research;105;technology
443;816;14/05/2021;1503;Krause-Peterson;21/02/2021;World Renewable Infrastructure Consortium;Support mechatronics research;;
459;840;29/12/2022;1458;Warren, Keith and Lyons;17/12/2022;World Machine Learning Research Alliance;Support UX research;;
9;808;8/10/2023;1993;Maldonado Group;19/10/2021;Global Lifelong Learning Network;Promote entrepreneurship education;68;tonight
180;735;19/07/2025;705;Thomas, Gomez and Robertson;2/7/2025;Global Academic Council;Support physics student collaboration;;
241;275;8/8/2025;3329;Wright, Williams and Powers;26/05/2025;International Labor Economics Council;Advance aerospace research;;
101;554;27/06/2022;2896;Gilbert PLC;11/5/2022;International Education Consortium;Advance research ethics education;;
116;112;16/06/2023;842;Higgins, Potts and Harris;24/11/2021;World Facilities Management Academic Forum;Promote photography research;;
381;187;20/08/2025;3281;Jensen Group;15/02/2022;World Optometry and Vision Science Council;Support cybersecurity student training;;
480;163;27/08/2023;2586;Warren, Perez and Hayes;7/8/2021;International Study Abroad Council;Promote cross?disciplinary problem?solving;86;history
301;497;14/10/2025;4518;James PLC;31/08/2025;International Scholars Forum;Promote astrophysics research;;
312;831;19/11/2024;1577;Bishop Inc;24/12/2023;International Psychology Student Association;Promote labor economics research;;
326;868;27/10/2024;3086;Oliver and Sons;2/7/2024;World Transportation Infrastructure Forum;Promote civil engineering innovation;;
337;678;26/10/2024;4033;Cervantes-Singleton;13/05/2023;World Intellectual Property Law Forum;Support financial mathematics research;;
50;724;8/12/2021;4323;Trevino, Pena and Carlson;10/9/2021;International Scholars Association;Promote sculpture research;;
490;786;14/06/2024;1808;Mayo PLC;3/6/2024;International Operations Research Society;Support higher education policy studies;;
46;278;11/12/2023;2361;Martinez, Gonzalez and Shannon;7/11/2022;International Mathematics Education Society;Support research impact measurement;;
85;79;17/10/2025;1073;Ware-Murphy;15/10/2025;International Student Success Council;Support machine learning research;;
338;624;23/03/2023;344;Patrick Group;7/3/2023;Global Governance and Policy Research Network;Advance painting and fine arts research;;
351;938;14/08/2024;1991;Rose, Turner and Reed;12/6/2024;International Anthropology Student Network;Promote sociology student collaboration;;
45;344;13/02/2024;4186;Hutchinson Inc;12/1/2024;International Software Engineering Society;Promote brain research collaboration;;
466;308;13/09/2025;3632;Anderson, Shaffer and Reed;8/9/2025;International AI Student Research Group;Promote transportation infrastructure research;;
329;765;15/09/2024;3910;Yang Inc;13/07/2024;Global Education Association;Support workforce development research;;
294;586;19/11/2024;2997;Rodriguez, Williams and Moore;18/09/2024;International Faculty Senate Council;Promote responsible data governance;81;particular
294;586;4/10/2024;2997;Rodriguez, Williams and Moore;18/09/2024;International Faculty Senate Council;Promote responsible data governance;157;concern
496;549;30/05/2024;2626;Dunn, Scott and Spencer;24/03/2024;International Computing Research Society;Enhance cybersecurity awareness in academia;;
253;459;8/8/2025;4015;Burch-Lopez;22/06/2025;World Artificial Intelligence Academic Coalition;Advance robotics research;176;newspaper
444;365;6/5/2022;389;Clark Ltd;30/09/2021;International Accounting Scholars Council;Support fintech research initiatives;;
291;289;21/11/2021;3464;Smith-Carroll;2/8/2021;Global Mental Health in Education Network;Promote media studies research;25;best
142;833;28/12/2024;3291;Cochran LLC;30/11/2021;World Doctoral Student Council;Advance security studies research;;
84;689;23/06/2024;2760;Buchanan-Smith;19/07/2023;International Microbiology Scholars Forum;Support communication student development;;
12;597;9/2/2024;439;Anderson Group;27/06/2023;International Digital Skills Council;Promote consumer behavior research;;
460;838;16/12/2024;2204;Evans-Harper;18/11/2024;World Virtual Reality Research Forum;Support structural engineering research;111;my
99;410;7/2/2024;114;Henderson, Butler and Lee;21/03/2022;International Campus Planning Society;Support film and media student initiatives;;
492;71;14/01/2024;299;Melendez-Guerra;8/3/2021;International Pathology Academic Council;Support wind energy research;;
